Location,Street_code,Box_code,Area,Municipality,Province,Country
Rue Mont Clare,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Salvo Park,7130,-------,Firgrove,City of Cape Town,Western Cape,South Africa
Sir Lowry Road,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Sir Lowry's Pass,7130,7133,Somerset West,City of Cape Town,Western Cape,South Africa
Somerset Mall,7130,7137,Somerset West,City of Cape Town,Western Cape,South Africa
Somerset Oaks,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Somerset Park,7130,-------,Somerset West,Cape Winelands,Western Cape,South Africa
Somerset Ridge,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Somerset West,7130,7129,Somerset West,City of Cape Town,Western Cape,South Africa
Somerset West Business Park,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Somerset-Wes,7130,7129,Somerset West,City of Cape Town,Western Cape,South Africa
Somerset-Wes Business Park,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Spanish Farm,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Steynsrust,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Stuart's Hill,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Sun City,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Van Der Stel,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Vanderstel,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Victoria Park,7130,-------,Somerset West,Cape Winelands,Western Cape,South Africa
Westridge,7130,-------,Somerset West,City of Cape Town,Western Cape,South Africa
Faure,-------,7131,Somerset West,City of Cape Town,Western Cape,South Africa
Sir Lowry's Pass,7130,7133,Somerset West,City of Cape Town,Western Cape,South Africa
Macassar,7130,7134,Somerset West,City of Cape Town,Western Cape,South Africa
Helderberg,7130,7135,Somerset West,City of Cape Town,Western Cape,South Africa
Somerset Mall,7130,7137,Somerset West,City of Cape Town,Western Cape,South Africa
Somerset Mall,-------,7137,Somerset Mall,City of Cape Town,Western Cape,South Africa
Strand,7140,7139,Strand,City of Cape Town,Western Cape,South Africa
Asanda Village,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Broadlands,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Casablanca,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Die Bos,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Duck Pond Village,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Duinendal,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Erijaville,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Gants Park,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Goedehoop,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Gordon's Bay,7140,7151,Strand,City of Cape Town,Western Cape,South Africa
Gordonsbaai,7140,7151,Strand,City of Cape Town,Western Cape,South Africa
Greenways,7140,7140,Strand,City of Cape Town,Western Cape,South Africa
Gulden Park,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Gustrow,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Halfway Industria,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Harbour Island,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Helderberg Industrial Park,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Helderberg Industriele Park,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Helderberg Park,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Industrial Area,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Industriele Gebied,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Lwandle,7140,7143,Strand,City of Cape Town,Western Cape,South Africa
Midpine,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Mountain Side,7140,7151,Strand,City of Cape Town,Western Cape,South Africa
Nomzamo,7140,7144,Strand,City of Cape Town,Western Cape,South Africa
Nomzamo Informal,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Ocean Peaks,-------,7140,Strand,City of Cape Town,Western Cape,South Africa
Onverwaght,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Rusthof,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Sercor Park,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
South End,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Southfork,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Strand,7140,7139,Strand,City of Cape Town,Western Cape,South Africa
Suideinde,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Suider Strand,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Suider-Strand,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Twin Palms,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Zola,7140,-------,Strand,City of Cape Town,Western Cape,South Africa
Betty's Bay,-------,7141,Kleinmond,Overberg,Western Cape,South Africa
Bettysbaai,-------,7141,Kleinmond,Overberg,Western Cape,South Africa
Lwandle,7140,7143,Strand,City of Cape Town,Western Cape,South Africa
Nomzamo,7140,7144,Strand,City of Cape Town,Western Cape,South Africa
Gordon's Bay,7140,7151,Strand,City of Cape Town,Western Cape,South Africa
Gordonsbaai,7140,7151,Strand,City of Cape Town,Western Cape,South Africa
Mountain Side,7140,7151,Strand,City of Cape Town,Western Cape,South Africa
Beverley Hills,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Bosbou,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Dennekruin,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Grabouw,7160,7160,Grabouw,Overberg,Western Cape,South Africa
Laaste,-------,7160,Grabouw,Overberg,Western Cape,South Africa
Laaste Uitweg,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Molteno Park,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Pineview,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Pineview Ext,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Pineview Extension,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Pineview Uit,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Pineview Uitbreiding,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Pinewood,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Rooidakke,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Waterwese,7160,-------,Grabouw,Overberg,Western Cape,South Africa
Vyeboom,-------,7171,Grabouw,Overberg,Western Cape,South Africa
Elgin,-------,7180,Grabouw,Overberg,Western Cape,South Africa
Bot River,7185,7185,Caledon,Overberg,Western Cape,South Africa
Botrivier,7185,7185,Caledon,Overberg,Western Cape,South Africa
Kleinmond,7195,7195,Kleinmond,Overberg,Western Cape,South Africa
Palmiet,7195,-------,Kleinmond,Overberg,Western Cape,South Africa
Pringle Bay,-------,7196,Kleinmond,Overberg,Western Cape,South Africa
Pringlebaai,-------,7196,Kleinmond,Overberg,Western Cape,South Africa
Eastcliff,7200,-------,Hermanus,Overberg,Western Cape,South Africa
Fisherhaven,7200,-------,Hermanus,Overberg,Western Cape,South Africa
Hermanus,7200,7200,Hermanus,Overberg,Western Cape,South Africa
Hermanus Heights,7200,7200,Hermanus,Overberg,Western Cape,South Africa
Market Square,7200,-------,Hermanus,Overberg,Western Cape,South Africa
Markplein,7200,-------,Hermanus,Overberg,Western Cape,South Africa
Mount Pleasant,7200,-------,Hermanus,Overberg,Western Cape,South Africa
Northcliff,7200,-------,Hermanus,Overberg,Western Cape,South Africa
Peach House,7200,-------,Hermanus,Overberg,Western Cape,South Africa
Sandbaai,7200,7200,Hermanus,Overberg,Western Cape,South Africa
Sandbay,7200,7200,Hermanus,Overberg,Western Cape,South Africa
Voelklip,7200,-------,Hermanus,Overberg,Western Cape,South Africa
Westcliff,7200,-------,Hermanus,Overberg,Western Cape,South Africa
Westdene,7200,-------,Hermanus,Overberg,Western Cape,South Africa
Zwelihle,7200,-------,Hermanus,Overberg,Western Cape,South Africa
Kingswood,7201,-------,Hermanus,Overberg,Western Cape,South Africa
Kingswood,-------,7201,Kingswood,Overberg,Western Cape,South Africa
Onrus River,7201,7201,Hermanus,Overberg,Western Cape,South Africa
Onrusrivier,7201,7201,Hermanus,Overberg,Western Cape,South Africa
Vermont,7201,-------,Onrus River,Overberg,Western Cape,South Africa
Hawston,7202,7202,Hermanus,Overberg,Western Cape,South Africa
Hawston Ext 3,7202,-------,Hermanus,Overberg,Western Cape,South Africa
Hawston Uit 3,7202,-------,Hermanus,Overberg,Western Cape,South Africa
Stanford,-------,7210,Hermanus,Overberg,Western Cape,South Africa
Blompark,-------,7220,Gans Bay,Overberg,Western Cape,South Africa
Blompark Ext,7220,-------,Gans Bay,Overberg,Western Cape,South Africa
Blompark Extension,7220,-------,Gans Bay,Overberg,Western Cape,South Africa
Blompark Uit,7220,-------,Gans Bay,Overberg,Western Cape,South Africa
De Kelders,7220,7220,Gans Bay,Overberg,Western Cape,South Africa
De Kilders,7220,7220,Gans Bay,Overberg,Western Cape,South Africa
Franskraal,7220,-------,Gans Bay,Overberg,Western Cape,South Africa
Franskraalstrand,7220,-------,Gans Bay,Overberg,Western Cape,South Africa
Gans Bay,7220,7220,Gans Bay,Overberg,Western Cape,South Africa
Gansbaai,7220,7220,Gans Bay,Overberg,Western Cape,South Africa
Kleinbaai,7220,-------,Gans Bay,Overberg,Western Cape,South Africa
Maskahane,7220,-------,Gans Bay,Overberg,Western Cape,South Africa
Pearly Beach,7220,7221,Gans Bay,Overberg,Western Cape,South Africa
Pearly Beach,7220,7221,Gans Bay,Overberg,Western Cape,South Africa
Bergsig,7230,-------,Caledon,Overberg,Western Cape,South Africa
Caledon,7230,7230,Caledon,Overberg,Western Cape,South Africa
Kei View,7230,-------,Caledon,Overberg,Western Cape,South Africa
Middleton,7230,-------,Caledon,Overberg,Western Cape,South Africa
Mooiuitsig,7230,-------,Caledon,Overberg,Western Cape,South Africa
Tesselaarsdal,7230,-------,Caledon,Overberg,Western Cape,South Africa
Uitsig,7230,-------,Caledon,Overberg,Western Cape,South Africa
Vleiview,7230,-------,Caledon,Overberg,Western Cape,South Africa
Bereaville,-------,7232,Caledon,Overberg,Western Cape,South Africa
Greyton,-------,7233,Greyton,Overberg,Western Cape,South Africa
Bosmanskloof,-------,7234,Bosmanskloof,Eden,Western Cape,South Africa
Bosmanskloof,7234,-------,Caledon,Overberg,Western Cape,South Africa
Genadendal,-------,7234,Genadendal,Overberg,Western Cape,South Africa
Genadendal,7234,7234,Caledon,Overberg,Western Cape,South Africa
Glebeland,7234,-------,Caledon,Overberg,Western Cape,South Africa
Glebeland,-------,7234,Glebeland,Overberg,Western Cape,South Africa
Oostergloed,7250,-------,Riviersonderend,Overberg,Western Cape,South Africa
Riviersonderend,7250,7250,Caledon,Overberg,Western Cape,South Africa
Stormsvlei,-------,7252,Riviersonderend,Overberg,Western Cape,South Africa
Napier,-------,7270,Napier,Overberg,Western Cape,South Africa
Baardskeerdersbos,-------,7271,Gans Bay,Overberg,Western Cape,South Africa
Arniston,-------,7280,Bredasdorp,Overberg,Western Cape,South Africa
Bredasdorp,7280,7280,Bredasdorp,Overberg,Western Cape,South Africa
Protem,-------,7281,Bredasdorp,Overberg,Western Cape,South Africa
Wydgelee,-------,7282,Bredasdorp,Overberg,Western Cape,South Africa
Klipdale,-------,7283,Bredasdorp,Overberg,Western Cape,South Africa
Klipfontein,-------,7283,Malmesbury,City of Cape Town,Western Cape,South Africa
Elim,-------,7284,Elim,Overberg,Western Cape,South Africa
Struis Bay,7285,7285,Bredasdorp,Overberg,Western Cape,South Africa
Struis Bay North,7285,-------,Bredasdorp,Overberg,Western Cape,South Africa
Struisbaai,7285,7285,Bredasdorp,Overberg,Western Cape,South Africa
Struisbaai North,-------,7285,Bredasdorp,Overberg,Western Cape,South Africa
Struisbaai-Noord,7285,-------,Bredasdorp,Overberg,Western Cape,South Africa
Agulhas,-------,7287,Bredasdorp,Overberg,Western Cape,South Africa
L'agulhas,-------,7287,Bredasdorp,Overberg,Western Cape,South Africa
Malmesbury,7300,7299,Malmesbury,West Coast,Western Cape,South Africa
Abbotsdale,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Chatsworth,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Die Wingerd,7300,-------,Malmesbury,City of Cape Town,Western Cape,South Africa
Estherhof,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Gevangenis Uit,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Ilinge Lethu,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Malmesbury,7300,7299,Malmesbury,West Coast,Western Cape,South Africa
Malmesbury Ext 1,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Malmesbury Uit 1,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Mount Royal Golf Estate,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Mount Royal Golf Landgoed,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Newclaire,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Prison,-------,7300,Malmesbury,West Coast,Western Cape,South Africa
Prison Ext,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Prison Extension,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Prison Uit,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Riebeeck-Kasteel,7300,7307,Malmesbury,West Coast,Western Cape,South Africa
Riebeek Kasteel,7300,7307,Malmesbury,West Coast,Western Cape,South Africa
Saamstaan,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Tafelsig,7300,-------,Malmesbury,West Coast,Western Cape,South Africa
Wesbank,7300,7301,Malmesbury,West Coast,Western Cape,South Africa
West Bank,7300,7301,Malmesbury,Eden,Western Cape,South Africa
Wesbank,7300,7301,Malmesbury,West Coast,Western Cape,South Africa
West Bank,7300,7301,Malmesbury,Eden,Western Cape,South Africa
Kalbaskraal,7302,7302,Malmesbury,West Coast,Western Cape,South Africa
Klipheuwel,-------,7303,Malmesbury,West Coast,Western Cape,South Africa
Philadelphia,-------,7304,Atlantis,City of Cape Town,Western Cape,South Africa
Danckertville,-------,7305,Malmesbury,West Coast,Western Cape,South Africa
Riebeeck West,-------,7306,Malmesbury,West Coast,Western Cape,South Africa
Riebeeck-wes,-------,7306,Malmesbury,West Coast,Western Cape,South Africa
Riebeek West,-------,7306,Malmesbury,West Coast,Western Cape,South Africa
Riebeek-wes,-------,7306,Malmesbury,West Coast,Western Cape,South Africa
Riebeeck-Kasteel,7300,7307,Malmesbury,West Coast,Western Cape,South Africa
Riebeek Kasteel,7300,7307,Malmesbury,West Coast,Western Cape,South Africa
Hermon,-------,7308,Malmesbury,Cape Winelands,Western Cape,South Africa
Moorreesburg,7310,7310,Moorreesburg,West Coast,Western Cape,South Africa
Rosenhof,7310,-------,Moorreesburg,West Coast,Western Cape,South Africa
Koringberg,-------,7312,Moorreesburg,West Coast,Western Cape,South Africa
Dansville,7320,-------,Piketberg,West Coast,Western Cape,South Africa
Piketberg,7320,7320,Piketberg,West Coast,Western Cape,South Africa
Steynsrus,7320,-------,Piketberg,West Coast,Western Cape,South Africa
De Hoek,-------,7321,Piketberg,West Coast,Western Cape,South Africa
Wittewater,-------,7322,Piketberg,West Coast,Western Cape,South Africa
Goedverwacht,7323,7323,Piketberg,West Coast,Western Cape,South Africa
Goedverwag,7323,7323,Piketberg,West Coast,Western Cape,South Africa
